alpha,K,d,mixture_id,n,N,cost_scheme,algorithm,dataset_id,exact_recovery,ari,mixture_key
2.0,5,3125,19,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/5/4/5/19
2.0,5,3125,20,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/5/4/5/20
2.0,5,3125,20,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/5/4/5/20
2.0,5,3125,21,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/5/4/5/21
2.0,5,3125,21,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/5/4/5/21
2.0,5,3125,22,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/5/4/5/22
2.0,5,3125,22,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/5/4/5/22
2.0,5,3125,23,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/5/4/5/23
2.0,5,3125,23,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/5/4/5/23
2.0,5,3125,24,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/5/4/5/24
2.0,5,3125,24,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/5/4/5/24
2.0,5,3125,25,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/5/4/5/25
2.0,5,3125,25,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/5/4/5/25
2.0,5,3125,26,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/5/4/5/26
2.0,5,3125,26,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/5/4/5/26
2.0,5,3125,27,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/5/4/5/27
2.0,5,3125,27,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/5/4/5/27
2.0,5,3125,28,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/5/4/5/28
2.0,5,3125,28,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/5/4/5/28
2.0,5,3125,29,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/5/4/5/29
2.0,5,3125,29,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/5/4/5/29
2.0,6,3125,0,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/0
2.0,6,3125,0,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/0
2.0,6,3125,1,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/1
2.0,6,3125,1,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/1
2.0,6,3125,2,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/2
2.0,6,3125,2,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/2
2.0,6,3125,3,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/3
2.0,6,3125,3,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/3
2.0,6,3125,4,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/4
2.0,6,3125,4,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/4
2.0,6,3125,5,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/5
2.0,6,3125,5,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/5
2.0,6,3125,6,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/6
2.0,6,3125,6,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/6
2.0,6,3125,7,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/7
2.0,6,3125,7,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/7
2.0,6,3125,8,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/8
2.0,6,3125,8,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/8
2.0,6,3125,9,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/9
2.0,6,3125,9,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/9
2.0,6,3125,10,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/10
2.0,6,3125,10,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/10
2.0,6,3125,11,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/11
2.0,6,3125,11,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/11
2.0,6,3125,12,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/12
2.0,6,3125,12,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/12
2.0,6,3125,13,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/13
2.0,6,3125,13,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/13
2.0,6,3125,14,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/14
2.0,6,3125,14,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/14
2.0,6,3125,15,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/15
2.0,6,3125,15,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/15
2.0,6,3125,16,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/16
2.0,6,3125,16,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/16
2.0,6,3125,17,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/17
2.0,6,3125,17,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/17
2.0,6,3125,18,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/18
2.0,6,3125,18,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/18
2.0,6,3125,19,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/19
2.0,6,3125,19,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/19
2.0,6,3125,20,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/20
2.0,6,3125,20,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/20
2.0,6,3125,21,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/21
2.0,6,3125,21,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/21
2.0,6,3125,22,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/22
2.0,6,3125,22,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/22
2.0,6,3125,23,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/23
2.0,6,3125,23,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/23
2.0,6,3125,24,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/24
2.0,6,3125,24,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/24
2.0,6,3125,25,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/25
2.0,6,3125,25,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/25
2.0,6,3125,26,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/26
2.0,6,3125,26,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/26
2.0,6,3125,27,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/27
2.0,6,3125,27,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/27
2.0,6,3125,28,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/28
2.0,6,3125,28,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/28
2.0,6,3125,29,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/6/4/5/29
2.0,6,3125,29,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/6/4/5/29
2.0,7,3125,0,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/0
2.0,7,3125,0,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/0
2.0,7,3125,1,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/1
2.0,7,3125,1,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/1
2.0,7,3125,2,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/2
2.0,7,3125,2,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/2
2.0,7,3125,3,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/3
2.0,7,3125,3,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/3
2.0,7,3125,4,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/4
2.0,7,3125,4,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/4
2.0,7,3125,5,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/5
2.0,7,3125,5,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/5
2.0,7,3125,6,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/6
2.0,7,3125,6,1000,800,constant-mc,pam,0,0,0.9934987307980603,hmm-mixture/7/4/5/6
2.0,7,3125,7,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/7
2.0,7,3125,7,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/7
2.0,7,3125,8,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/8
2.0,7,3125,8,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/8
2.0,7,3125,9,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/9
2.0,7,3125,9,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/9
2.0,7,3125,10,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/10
2.0,7,3125,10,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/10
2.0,7,3125,11,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/11
2.0,7,3125,11,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/11
2.0,7,3125,12,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/12
2.0,7,3125,12,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/12
2.0,7,3125,13,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/13
2.0,7,3125,13,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/13
2.0,7,3125,14,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/14
2.0,7,3125,14,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/14
2.0,7,3125,15,1000,800,constant-mc,average,0,0,0.9035677205146564,hmm-mixture/7/4/5/15
2.0,7,3125,15,1000,800,constant-mc,pam,0,0,0.9976794178624652,hmm-mixture/7/4/5/15
2.0,7,3125,16,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/16
2.0,7,3125,16,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/16
2.0,7,3125,17,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/17
2.0,7,3125,17,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/17
2.0,7,3125,18,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/18
2.0,7,3125,18,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/18
2.0,7,3125,19,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/19
2.0,7,3125,19,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/19
2.0,7,3125,20,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/20
2.0,7,3125,20,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/20
2.0,7,3125,21,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/21
2.0,7,3125,21,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/21
2.0,7,3125,22,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/22
2.0,7,3125,22,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/22
2.0,7,3125,23,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/23
2.0,7,3125,23,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/23
2.0,7,3125,24,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/24
2.0,7,3125,24,1000,800,constant-mc,pam,0,0,0.9950299723745151,hmm-mixture/7/4/5/24
2.0,7,3125,25,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/25
2.0,7,3125,25,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/25
2.0,7,3125,26,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/26
2.0,7,3125,26,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/26
2.0,7,3125,27,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/27
2.0,7,3125,27,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/27
2.0,7,3125,28,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/28
2.0,7,3125,28,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/28
2.0,7,3125,29,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/7/4/5/29
2.0,7,3125,29,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/7/4/5/29
2.0,8,3125,0,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/0
2.0,8,3125,0,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/0
2.0,8,3125,1,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/1
2.0,8,3125,1,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/1
2.0,8,3125,2,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/2
2.0,8,3125,2,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/2
2.0,8,3125,3,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/3
2.0,8,3125,3,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/3
2.0,8,3125,4,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/4
2.0,8,3125,4,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/4
2.0,8,3125,5,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/5
2.0,8,3125,5,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/5
2.0,8,3125,6,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/6
2.0,8,3125,6,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/6
2.0,8,3125,7,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/7
2.0,8,3125,7,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/7
2.0,8,3125,8,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/8
2.0,8,3125,8,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/8
2.0,8,3125,9,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/9
2.0,8,3125,9,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/9
2.0,8,3125,10,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/10
2.0,8,3125,10,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/10
2.0,8,3125,11,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/11
2.0,8,3125,11,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/11
2.0,8,3125,12,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/12
2.0,8,3125,12,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/12
2.0,8,3125,13,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/13
2.0,8,3125,13,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/13
2.0,8,3125,14,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/14
2.0,8,3125,14,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/14
2.0,8,3125,15,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/15
2.0,8,3125,15,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/15
2.0,8,3125,16,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/16
2.0,8,3125,16,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/16
2.0,8,3125,17,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/17
2.0,8,3125,17,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/17
2.0,8,3125,18,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/18
2.0,8,3125,18,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/18
2.0,8,3125,19,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/19
2.0,8,3125,19,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/19
2.0,8,3125,20,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/20
2.0,8,3125,20,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/20
2.0,8,3125,21,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/21
2.0,8,3125,21,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/21
2.0,8,3125,22,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/22
2.0,8,3125,22,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/22
2.0,8,3125,23,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/23
2.0,8,3125,23,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/23
2.0,8,3125,24,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/24
2.0,8,3125,24,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/24
2.0,8,3125,25,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/25
2.0,8,3125,25,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/25
2.0,8,3125,26,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/26
2.0,8,3125,26,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/26
2.0,8,3125,27,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/27
2.0,8,3125,27,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/27
2.0,8,3125,28,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/28
2.0,8,3125,28,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/28
2.0,8,3125,29,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/8/4/5/29
2.0,8,3125,29,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/8/4/5/29
2.0,9,3125,0,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/0
2.0,9,3125,0,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/0
2.0,9,3125,1,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/1
2.0,9,3125,1,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/1
2.0,9,3125,2,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/2
2.0,9,3125,2,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/2
2.0,9,3125,3,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/3
2.0,9,3125,3,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/3
2.0,9,3125,4,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/4
2.0,9,3125,4,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/4
2.0,9,3125,5,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/5
2.0,9,3125,5,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/5
2.0,9,3125,6,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/6
2.0,9,3125,6,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/6
2.0,9,3125,7,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/7
2.0,9,3125,7,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/7
2.0,9,3125,8,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/8
2.0,9,3125,8,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/8
2.0,9,3125,9,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/9
2.0,9,3125,9,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/9
2.0,9,3125,10,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/10
2.0,9,3125,10,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/10
2.0,9,3125,11,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/11
2.0,9,3125,11,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/11
2.0,9,3125,12,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/12
2.0,9,3125,12,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/12
2.0,9,3125,13,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/13
2.0,9,3125,13,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/13
2.0,9,3125,14,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/14
2.0,9,3125,14,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/14
2.0,9,3125,15,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/15
2.0,9,3125,15,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/15
2.0,9,3125,16,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/16
2.0,9,3125,16,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/16
2.0,9,3125,17,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/17
2.0,9,3125,17,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/17
2.0,9,3125,18,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/18
2.0,9,3125,18,1000,800,constant-mc,pam,0,0,0.9969745674852063,hmm-mixture/9/4/5/18
2.0,9,3125,19,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/19
2.0,9,3125,19,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/19
2.0,9,3125,20,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/20
2.0,9,3125,20,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/20
2.0,9,3125,21,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/21
2.0,9,3125,21,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/21
2.0,9,3125,22,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/22
2.0,9,3125,22,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/22
2.0,9,3125,23,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/23
2.0,9,3125,23,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/23
2.0,9,3125,24,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/24
2.0,9,3125,24,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/24
2.0,9,3125,25,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/25
2.0,9,3125,25,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/25
2.0,9,3125,26,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/26
2.0,9,3125,26,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/26
2.0,9,3125,27,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/27
2.0,9,3125,27,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/27
2.0,9,3125,28,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/28
2.0,9,3125,28,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/28
2.0,9,3125,29,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/9/4/5/29
2.0,9,3125,29,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/9/4/5/29
2.0,10,3125,0,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/10/4/5/0
2.0,10,3125,0,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/10/4/5/0
2.0,10,3125,1,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/10/4/5/1
2.0,10,3125,1,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/10/4/5/1
2.0,10,3125,2,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/10/4/5/2
2.0,10,3125,2,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/10/4/5/2
2.0,10,3125,3,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/10/4/5/3
2.0,10,3125,3,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/10/4/5/3
2.0,10,3125,4,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/10/4/5/4
2.0,10,3125,4,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/10/4/5/4
2.0,10,3125,5,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/10/4/5/5
2.0,10,3125,5,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/10/4/5/5
2.0,10,3125,6,1000,800,constant-mc,average,0,0,0.8929554151085669,hmm-mixture/10/4/5/6
2.0,10,3125,6,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/10/4/5/6
2.0,10,3125,7,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/10/4/5/7
2.0,10,3125,7,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/10/4/5/7
2.0,10,3125,8,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/10/4/5/8
2.0,10,3125,8,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/10/4/5/8
2.0,10,3125,9,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/10/4/5/9
2.0,10,3125,9,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/10/4/5/9
2.0,10,3125,10,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/10/4/5/10
2.0,10,3125,10,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/10/4/5/10
2.0,10,3125,11,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/10/4/5/11
2.0,10,3125,11,1000,800,constant-mc,pam,0,1,1.0,hmm-mixture/10/4/5/11
2.0,10,3125,12,1000,800,constant-mc,average,0,1,1.0,hmm-mixture/10/4/5/12
