alpha,K,mixture_id,dataset_id,n,N,d,cost_scheme,rule,threshold,k_hat,k_correct,exact_recovery,mixture_key
1.0,4,16,0,1000,800,3125,constant-mc,threshold,0.2188424090527249,4,1,1,hmm-mixture/4/4/5/16
1.0,4,16,0,1000,800,3125,constant-mc,asw-pam,,2,0,0,hmm-mixture/4/4/5/16
1.0,4,17,0,1000,800,3125,constant-mc,threshold,0.20599029103334004,4,1,1,hmm-mixture/4/4/5/17
1.0,4,17,0,1000,800,3125,constant-mc,asw-pam,,4,1,1,hmm-mixture/4/4/5/17
1.0,4,18,0,1000,800,3125,constant-mc,threshold,0.2349978723307928,4,1,1,hmm-mixture/4/4/5/18
1.0,4,18,0,1000,800,3125,constant-mc,asw-pam,,4,1,1,hmm-mixture/4/4/5/18
1.0,4,19,0,1000,800,3125,constant-mc,threshold,0.21981810662454548,4,1,1,hmm-mixture/4/4/5/19
1.0,4,19,0,1000,800,3125,constant-mc,asw-pam,,4,1,1,hmm-mixture/4/4/5/19
1.0,4,20,0,1000,800,3125,constant-mc,threshold,0.22531755368812337,4,1,1,hmm-mixture/4/4/5/20
1.0,4,20,0,1000,800,3125,constant-mc,asw-pam,,4,1,1,hmm-mixture/4/4/5/20
1.0,4,21,0,1000,800,3125,constant-mc,threshold,0.23399999999999924,4,1,1,hmm-mixture/4/4/5/21
1.0,4,21,0,1000,800,3125,constant-mc,asw-pam,,4,1,1,hmm-mixture/4/4/5/21
1.0,4,22,0,1000,800,3125,constant-mc,threshold,0.24122188955399587,4,1,1,hmm-mixture/4/4/5/22
1.0,4,22,0,1000,800,3125,constant-mc,asw-pam,,3,0,0,hmm-mixture/4/4/5/22
1.0,4,23,0,1000,800,3125,constant-mc,threshold,0.21425218785347275,4,1,1,hmm-mixture/4/4/5/23
1.0,4,23,0,1000,800,3125,constant-mc,asw-pam,,4,1,1,hmm-mixture/4/4/5/23
1.0,4,24,0,1000,800,3125,constant-mc,threshold,0.22163032283512116,4,1,1,hmm-mixture/4/4/5/24
1.0,4,24,0,1000,800,3125,constant-mc,asw-pam,,4,1,1,hmm-mixture/4/4/5/24
1.0,4,25,0,1000,800,3125,constant-mc,threshold,0.23366642891095757,4,1,1,hmm-mixture/4/4/5/25
1.0,4,25,0,1000,800,3125,constant-mc,asw-pam,,4,1,1,hmm-mixture/4/4/5/25
1.0,4,26,0,1000,800,3125,constant-mc,threshold,0.23650792798551262,4,1,1,hmm-mixture/4/4/5/26
1.0,4,26,0,1000,800,3125,constant-mc,asw-pam,,4,1,1,hmm-mixture/4/4/5/26
1.0,4,27,0,1000,800,3125,constant-mc,threshold,0.1970888124678825,4,1,1,hmm-mixture/4/4/5/27
1.0,4,27,0,1000,800,3125,constant-mc,asw-pam,,4,1,1,hmm-mixture/4/4/5/27
1.0,4,28,0,1000,800,3125,constant-mc,threshold,0.2990892000464883,4,1,1,hmm-mixture/4/4/5/28
1.0,4,28,0,1000,800,3125,constant-mc,asw-pam,,4,1,1,hmm-mixture/4/4/5/28
1.0,4,29,0,1000,800,3125,constant-mc,threshold,0.2910829881905593,4,1,1,hmm-mixture/4/4/5/29
1.0,4,29,0,1000,800,3125,constant-mc,asw-pam,,4,1,1,hmm-mixture/4/4/5/29
1.0,5,0,0,1000,800,3125,constant-mc,threshold,0.2356607731464862,5,1,1,hmm-mixture/5/4/5/0
1.0,5,0,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/0
1.0,5,1,0,1000,800,3125,constant-mc,threshold,0.23829393613770286,5,1,1,hmm-mixture/5/4/5/1
1.0,5,1,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/1
1.0,5,2,0,1000,800,3125,constant-mc,threshold,0.1991983935678188,5,1,1,hmm-mixture/5/4/5/2
1.0,5,2,0,1000,800,3125,constant-mc,asw-pam,,4,0,0,hmm-mixture/5/4/5/2
1.0,5,3,0,1000,800,3125,constant-mc,threshold,0.21981810662454548,5,1,1,hmm-mixture/5/4/5/3
1.0,5,3,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/3
1.0,5,4,0,1000,800,3125,constant-mc,threshold,0.2130633708547768,5,1,1,hmm-mixture/5/4/5/4
1.0,5,4,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/4
1.0,5,5,0,1000,800,3125,constant-mc,threshold,0.2268920448142689,5,1,1,hmm-mixture/5/4/5/5
1.0,5,5,0,1000,800,3125,constant-mc,asw-pam,,4,0,0,hmm-mixture/5/4/5/5
1.0,5,6,0,1000,800,3125,constant-mc,threshold,0.22237805647140685,5,1,1,hmm-mixture/5/4/5/6
1.0,5,6,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/6
1.0,5,7,0,1000,800,3125,constant-mc,threshold,0.19389687980986223,5,1,1,hmm-mixture/5/4/5/7
1.0,5,7,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/7
1.0,5,8,0,1000,800,3125,constant-mc,threshold,0.21812840255225727,5,1,1,hmm-mixture/5/4/5/8
1.0,5,8,0,1000,800,3125,constant-mc,asw-pam,,4,0,0,hmm-mixture/5/4/5/8
1.0,5,9,0,1000,800,3125,constant-mc,threshold,0.19787875075409103,5,1,1,hmm-mixture/5/4/5/9
1.0,5,9,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/9
1.0,5,10,0,1000,800,3125,constant-mc,threshold,0.21379429365630803,5,1,1,hmm-mixture/5/4/5/10
1.0,5,10,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/10
1.0,5,11,0,1000,800,3125,constant-mc,threshold,0.2220270253820472,5,1,1,hmm-mixture/5/4/5/11
1.0,5,11,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/11
1.0,5,12,0,1000,800,3125,constant-mc,threshold,0.23599152527156464,5,1,1,hmm-mixture/5/4/5/12
1.0,5,12,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/12
1.0,5,13,0,1000,800,3125,constant-mc,threshold,0.2476045233835607,5,1,1,hmm-mixture/5/4/5/13
1.0,5,13,0,1000,800,3125,constant-mc,asw-pam,,3,0,0,hmm-mixture/5/4/5/13
1.0,5,14,0,1000,800,3125,constant-mc,threshold,0.2369810118975784,5,1,1,hmm-mixture/5/4/5/14
1.0,5,14,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/14
1.0,5,15,0,1000,800,3125,constant-mc,threshold,0.21048515387076638,5,1,1,hmm-mixture/5/4/5/15
1.0,5,15,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/15
1.0,5,16,0,1000,800,3125,constant-mc,threshold,0.21524869337582564,5,1,1,hmm-mixture/5/4/5/16
1.0,5,16,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/16
1.0,5,17,0,1000,800,3125,constant-mc,threshold,0.19595917942265442,5,1,1,hmm-mixture/5/4/5/17
1.0,5,17,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/17
1.0,5,18,0,1000,800,3125,constant-mc,threshold,0.21379429365630787,5,1,1,hmm-mixture/5/4/5/18
1.0,5,18,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/18
1.0,5,19,0,1000,800,3125,constant-mc,threshold,0.24507141816213532,4,0,0,hmm-mixture/5/4/5/19
1.0,5,19,0,1000,800,3125,constant-mc,asw-pam,,4,0,0,hmm-mixture/5/4/5/19
1.0,5,20,0,1000,800,3125,constant-mc,threshold,0.22733235581412398,5,1,1,hmm-mixture/5/4/5/20
1.0,5,20,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/20
