alpha,K,mixture_id,dataset_id,n,N,d,cost_scheme,rule,threshold,k_hat,k_correct,exact_recovery,mixture_key
0.1,2,18,0,1000,200,5,constant,stated,0.5395907397331495,2,1,1,mixture/0.1/2/5/18
0.1,2,18,0,1000,200,5,constant,geomean,0.1357645019878172,2,1,1,mixture/0.1/2/5/18
0.1,2,18,0,1000,200,5,constant,safeguard,0.20720284405752942,2,1,1,mixture/0.1/2/5/18
0.1,2,18,0,1000,200,5,constant,asw-pam,,2,1,1,mixture/0.1/2/5/18
0.1,2,18,0,1000,200,5,constant,asw-average,,2,1,1,mixture/0.1/2/5/18
0.1,2,19,0,1000,200,5,constant,stated,0.5395907397331495,2,1,1,mixture/0.1/2/5/19
0.1,2,19,0,1000,200,5,constant,geomean,0.17533967035442957,2,1,1,mixture/0.1/2/5/19
0.1,2,19,0,1000,200,5,constant,safeguard,0.46081049173210975,2,1,1,mixture/0.1/2/5/19
0.1,2,19,0,1000,200,5,constant,asw-pam,,2,1,1,mixture/0.1/2/5/19
0.1,2,19,0,1000,200,5,constant,asw-average,,2,1,1,mixture/0.1/2/5/19
0.1,3,0,0,1000,200,5,constant,stated,0.5395907397331495,3,1,1,mixture/0.1/3/5/0
0.1,3,0,0,1000,200,5,constant,geomean,0.18285513391753602,3,1,1,mixture/0.1/3/5/0
0.1,3,0,0,1000,200,5,constant,safeguard,0.34695684564841517,3,1,1,mixture/0.1/3/5/0
0.1,3,0,0,1000,200,5,constant,asw-pam,,2,0,0,mixture/0.1/3/5/0
0.1,3,0,0,1000,200,5,constant,asw-average,,2,0,0,mixture/0.1/3/5/0
0.1,3,1,0,1000,200,5,constant,stated,0.5395907397331495,3,1,1,mixture/0.1/3/5/1
0.1,3,1,0,1000,200,5,constant,geomean,0.17111399708965946,3,1,1,mixture/0.1/3/5/1
0.1,3,1,0,1000,200,5,constant,safeguard,0.39498042148466544,3,1,1,mixture/0.1/3/5/1
0.1,3,1,0,1000,200,5,constant,asw-pam,,3,1,1,mixture/0.1/3/5/1
0.1,3,1,0,1000,200,5,constant,asw-average,,3,1,1,mixture/0.1/3/5/1
0.1,3,2,0,1000,200,5,constant,stated,0.5395907397331495,3,1,1,mixture/0.1/3/5/2
0.1,3,2,0,1000,200,5,constant,geomean,0.25727805969417594,3,1,1,mixture/0.1/3/5/2
0.1,3,2,0,1000,200,5,constant,safeguard,0.42519750290972186,3,1,1,mixture/0.1/3/5/2
0.1,3,2,0,1000,200,5,constant,asw-pam,,3,1,1,mixture/0.1/3/5/2
0.1,3,2,0,1000,200,5,constant,asw-average,,3,1,1,mixture/0.1/3/5/2
0.1,3,3,0,1000,200,5,constant,stated,0.5395907397331495,3,1,1,mixture/0.1/3/5/3
0.1,3,3,0,1000,200,5,constant,geomean,0.1069579356569675,4,0,0,mixture/0.1/3/5/3
0.1,3,3,0,1000,200,5,constant,safeguard,0.3858073789092019,3,1,1,mixture/0.1/3/5/3
0.1,3,3,0,1000,200,5,constant,asw-pam,,3,1,1,mixture/0.1/3/5/3
0.1,3,3,0,1000,200,5,constant,asw-average,,3,1,1,mixture/0.1/3/5/3
0.1,3,4,0,1000,200,5,constant,stated,0.5395907397331495,3,1,1,mixture/0.1/3/5/4
0.1,3,4,0,1000,200,5,constant,geomean,0.16257921146321258,3,1,1,mixture/0.1/3/5/4
0.1,3,4,0,1000,200,5,constant,safeguard,0.5093736583080931,3,1,1,mixture/0.1/3/5/4
0.1,3,4,0,1000,200,5,constant,asw-pam,,3,1,1,mixture/0.1/3/5/4
0.1,3,4,0,1000,200,5,constant,asw-average,,3,1,1,mixture/0.1/3/5/4
0.1,3,5,0,1000,200,5,constant,stated,0.5395907397331495,3,1,1,mixture/0.1/3/5/5
0.1,3,5,0,1000,200,5,constant,geomean,0.18347751905887544,3,1,1,mixture/0.1/3/5/5
0.1,3,5,0,1000,200,5,constant,safeguard,0.2838247290996367,3,1,1,mixture/0.1/3/5/5
0.1,3,5,0,1000,200,5,constant,asw-pam,,3,1,1,mixture/0.1/3/5/5
0.1,3,5,0,1000,200,5,constant,asw-average,,3,1,1,mixture/0.1/3/5/5
0.1,3,6,0,1000,200,5,constant,stated,0.5395907397331495,2,0,0,mixture/0.1/3/5/6
0.1,3,6,0,1000,200,5,constant,geomean,0.11276524287208364,3,1,1,mixture/0.1/3/5/6
0.1,3,6,0,1000,200,5,constant,safeguard,0.15594172378288024,3,1,1,mixture/0.1/3/5/6
0.1,3,6,0,1000,200,5,constant,asw-pam,,3,1,1,mixture/0.1/3/5/6
