alpha,K,d,mixture_id,dataset_id,n,N,cost_scheme,algorithm,ari,mixture_key
1,4,5,0,12,50,800,constant,pam,0.626594910564445,mixture/1/4/5/0
1,4,5,0,12,100,800,constant,single,0.331286190933517,mixture/1/4/5/0
1,4,5,0,12,100,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,12,100,800,constant,pam,0.9149914645211877,mixture/1/4/5/0
1,4,5,0,12,150,800,constant,single,-0.00011245857012998363,mixture/1/4/5/0
1,4,5,0,12,150,800,constant,average,0.9966134030338466,mixture/1/4/5/0
1,4,5,0,12,150,800,constant,pam,0.9478508501871707,mixture/1/4/5/0
1,4,5,0,12,200,800,constant,single,0.33255409638363365,mixture/1/4/5/0
1,4,5,0,12,200,800,constant,average,0.9966134030338466,mixture/1/4/5/0
1,4,5,0,12,200,800,constant,pam,0.9865534481433562,mixture/1/4/5/0
1,4,5,0,12,250,800,constant,single,0.33255409638363365,mixture/1/4/5/0
1,4,5,0,12,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,12,250,800,constant,pam,0.9832336919244561,mixture/1/4/5/0
1,4,5,0,12,300,800,constant,single,0.7163700325964428,mixture/1/4/5/0
1,4,5,0,12,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,12,300,800,constant,pam,0.9966134030338466,mixture/1/4/5/0
1,4,5,0,12,350,800,constant,single,0.7204840776509445,mixture/1/4/5/0
1,4,5,0,12,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,12,350,800,constant,pam,0.9966134030338466,mixture/1/4/5/0
1,4,5,0,12,400,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,12,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,12,400,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,12,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,12,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,12,450,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,12,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,12,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,12,500,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,13,50,800,constant,single,0.00029404058173066643,mixture/1/4/5/0
1,4,5,0,13,50,800,constant,average,0.637226544160519,mixture/1/4/5/0
1,4,5,0,13,50,800,constant,pam,0.7145212612856507,mixture/1/4/5/0
1,4,5,0,13,100,800,constant,single,-0.000133526341107131,mixture/1/4/5/0
1,4,5,0,13,100,800,constant,average,0.6864485796202782,mixture/1/4/5/0
1,4,5,0,13,100,800,constant,pam,0.9472723965323571,mixture/1/4/5/0
1,4,5,0,13,150,800,constant,single,0.00029404058173066643,mixture/1/4/5/0
1,4,5,0,13,150,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,13,150,800,constant,pam,0.962568010086718,mixture/1/4/5/0
1,4,5,0,13,200,800,constant,single,0.32041830648227765,mixture/1/4/5/0
1,4,5,0,13,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,13,200,800,constant,pam,0.9967196006388516,mixture/1/4/5/0
1,4,5,0,13,250,800,constant,single,0.3188549853597782,mixture/1/4/5/0
1,4,5,0,13,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,13,250,800,constant,pam,0.9897075441806411,mixture/1/4/5/0
1,4,5,0,13,300,800,constant,single,0.7214661935617284,mixture/1/4/5/0
1,4,5,0,13,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,13,300,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,13,350,800,constant,single,0.7214661935617284,mixture/1/4/5/0
1,4,5,0,13,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,13,350,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,13,400,800,constant,single,0.6864730449910326,mixture/1/4/5/0
1,4,5,0,13,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,13,400,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,13,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,13,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,13,450,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,13,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,13,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,13,500,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,14,50,800,constant,single,-0.0003420836032719647,mixture/1/4/5/0
1,4,5,0,14,50,800,constant,average,0.6579393097420565,mixture/1/4/5/0
1,4,5,0,14,50,800,constant,pam,0.7312784111064163,mixture/1/4/5/0
1,4,5,0,14,100,800,constant,single,-0.00027466744098240026,mixture/1/4/5/0
1,4,5,0,14,100,800,constant,average,0.7107843543029202,mixture/1/4/5/0
1,4,5,0,14,100,800,constant,pam,0.8055752023021561,mixture/1/4/5/0
1,4,5,0,14,150,800,constant,single,0.29100354847032217,mixture/1/4/5/0
1,4,5,0,14,150,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,14,150,800,constant,pam,0.9358167947994024,mixture/1/4/5/0
1,4,5,0,14,200,800,constant,single,0.29190399044120446,mixture/1/4/5/0
1,4,5,0,14,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,14,200,800,constant,pam,0.9754336097469013,mixture/1/4/5/0
1,4,5,0,14,250,800,constant,single,0.29190399044120446,mixture/1/4/5/0
1,4,5,0,14,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,14,250,800,constant,pam,0.9897983808317661,mixture/1/4/5/0
1,4,5,0,14,300,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,14,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,14,300,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,14,350,800,constant,single,0.6506252740105416,mixture/1/4/5/0
1,4,5,0,14,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,14,350,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,14,400,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,14,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,14,400,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,14,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,14,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,14,450,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,14,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,14,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,14,500,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,15,50,800,constant,single,5.3313307482703025e-05,mixture/1/4/5/0
1,4,5,0,15,50,800,constant,average,0.6944988181822986,mixture/1/4/5/0
1,4,5,0,15,50,800,constant,pam,0.7856072429668206,mixture/1/4/5/0
1,4,5,0,15,100,800,constant,single,-1.3692932752000003e-05,mixture/1/4/5/0
1,4,5,0,15,100,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,15,100,800,constant,pam,0.8711089952106883,mixture/1/4/5/0
1,4,5,0,15,150,800,constant,single,-1.3692932752000003e-05,mixture/1/4/5/0
1,4,5,0,15,150,800,constant,average,0.710671820655827,mixture/1/4/5/0
1,4,5,0,15,150,800,constant,pam,0.9671417414538251,mixture/1/4/5/0
1,4,5,0,15,200,800,constant,single,0.3370823840637938,mixture/1/4/5/0
1,4,5,0,15,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,15,200,800,constant,pam,0.9966544970691482,mixture/1/4/5/0
1,4,5,0,15,250,800,constant,single,0.7192999666268415,mixture/1/4/5/0
1,4,5,0,15,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,15,250,800,constant,pam,0.9869207302708827,mixture/1/4/5/0
1,4,5,0,15,300,800,constant,single,0.7107292283729878,mixture/1/4/5/0
1,4,5,0,15,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,15,300,800,constant,pam,0.9967047625897314,mixture/1/4/5/0
1,4,5,0,15,350,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,15,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,15,350,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,15,400,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,15,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,15,400,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,15,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,15,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,15,450,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,15,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,15,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,15,500,800,constant,pam,0.9967047625897314,mixture/1/4/5/0
1,4,5,0,16,50,800,constant,single,0.00032834267758249133,mixture/1/4/5/0
1,4,5,0,16,50,800,constant,average,0.6230284202955073,mixture/1/4/5/0
1,4,5,0,16,50,800,constant,pam,0.6272442000348181,mixture/1/4/5/0
1,4,5,0,16,100,800,constant,single,0.0004375124338875734,mixture/1/4/5/0
1,4,5,0,16,100,800,constant,average,0.6754434140879154,mixture/1/4/5/0
1,4,5,0,16,100,800,constant,pam,0.8537642227170053,mixture/1/4/5/0
1,4,5,0,16,150,800,constant,single,0.30515158603222564,mixture/1/4/5/0
1,4,5,0,16,150,800,constant,average,0.6808510747624321,mixture/1/4/5/0
1,4,5,0,16,150,800,constant,pam,0.9458021674370095,mixture/1/4/5/0
1,4,5,0,16,200,800,constant,single,0.30515158603222564,mixture/1/4/5/0
1,4,5,0,16,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,16,200,800,constant,pam,0.9839462507737594,mixture/1/4/5/0
1,4,5,0,16,250,800,constant,single,0.30515158603222564,mixture/1/4/5/0
1,4,5,0,16,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,16,250,800,constant,pam,0.9935276274193542,mixture/1/4/5/0
1,4,5,0,16,300,800,constant,single,0.7251739319621986,mixture/1/4/5/0
1,4,5,0,16,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,16,300,800,constant,pam,0.9896647583009788,mixture/1/4/5/0
1,4,5,0,16,350,800,constant,single,0.7251739319621986,mixture/1/4/5/0
1,4,5,0,16,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,16,350,800,constant,pam,0.9929265325296495,mixture/1/4/5/0
1,4,5,0,16,400,800,constant,single,0.7251739319621986,mixture/1/4/5/0
1,4,5,0,16,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,16,400,800,constant,pam,0.9967553869627022,mixture/1/4/5/0
1,4,5,0,16,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,16,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,16,450,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,16,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,16,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,16,500,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,17,50,800,constant,single,-3.5804303250200936e-05,mixture/1/4/5/0
1,4,5,0,17,50,800,constant,average,0.6277968866030491,mixture/1/4/5/0
1,4,5,0,17,50,800,constant,pam,0.7238236448579332,mixture/1/4/5/0
1,4,5,0,17,100,800,constant,single,0.00019051167044936912,mixture/1/4/5/0
1,4,5,0,17,100,800,constant,average,0.7009026743567498,mixture/1/4/5/0
1,4,5,0,17,100,800,constant,pam,0.9299336289352128,mixture/1/4/5/0
1,4,5,0,17,150,800,constant,single,0.34981829806765885,mixture/1/4/5/0
1,4,5,0,17,150,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,17,150,800,constant,pam,0.9607804035202351,mixture/1/4/5/0
1,4,5,0,17,200,800,constant,single,0.34981829806765885,mixture/1/4/5/0
1,4,5,0,17,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,17,200,800,constant,pam,0.98102090228482,mixture/1/4/5/0
1,4,5,0,17,250,800,constant,single,0.34981829806765885,mixture/1/4/5/0
1,4,5,0,17,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,17,250,800,constant,pam,0.9904322176613235,mixture/1/4/5/0
1,4,5,0,17,300,800,constant,single,0.7307857825181122,mixture/1/4/5/0
1,4,5,0,17,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,17,300,800,constant,pam,0.9936041926092588,mixture/1/4/5/0
1,4,5,0,17,350,800,constant,single,0.7322672585315071,mixture/1/4/5/0
1,4,5,0,17,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,17,350,800,constant,pam,0.9967934786092018,mixture/1/4/5/0
1,4,5,0,17,400,800,constant,single,0.7322672585315071,mixture/1/4/5/0
1,4,5,0,17,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,17,400,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,17,450,800,constant,single,0.7322672585315071,mixture/1/4/5/0
1,4,5,0,17,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,17,450,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,17,500,800,constant,single,0.7322672585315071,mixture/1/4/5/0
1,4,5,0,17,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,17,500,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,18,50,800,constant,single,0.00020562128782583675,mixture/1/4/5/0
1,4,5,0,18,50,800,constant,average,0.6678652987494698,mixture/1/4/5/0
1,4,5,0,18,50,800,constant,pam,0.6848291564828866,mixture/1/4/5/0
1,4,5,0,18,100,800,constant,single,7.990368516105948e-05,mixture/1/4/5/0
1,4,5,0,18,100,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,18,100,800,constant,pam,0.8804989648890162,mixture/1/4/5/0
1,4,5,0,18,150,800,constant,single,0.0001804777672928813,mixture/1/4/5/0
1,4,5,0,18,150,800,constant,average,0.9932354522633278,mixture/1/4/5/0
1,4,5,0,18,150,800,constant,pam,0.9536451626266993,mixture/1/4/5/0
1,4,5,0,18,200,800,constant,single,0.3393307161661299,mixture/1/4/5/0
1,4,5,0,18,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,18,200,800,constant,pam,0.9799455610370369,mixture/1/4/5/0
1,4,5,0,18,250,800,constant,single,0.3393307161661299,mixture/1/4/5/0
1,4,5,0,18,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,18,250,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,18,300,800,constant,single,0.3393307161661299,mixture/1/4/5/0
1,4,5,0,18,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,18,300,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,18,350,800,constant,single,0.7054316185950839,mixture/1/4/5/0
1,4,5,0,18,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,18,350,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,18,400,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,18,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,18,400,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,18,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,18,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,18,450,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,18,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,18,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,18,500,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,19,50,800,constant,single,-0.00012520495777135738,mixture/1/4/5/0
1,4,5,0,19,50,800,constant,average,0.6403969009798811,mixture/1/4/5/0
1,4,5,0,19,50,800,constant,pam,0.6224319113087576,mixture/1/4/5/0
1,4,5,0,19,100,800,constant,single,0.00029397656909807194,mixture/1/4/5/0
1,4,5,0,19,100,800,constant,average,0.693465352464848,mixture/1/4/5/0
1,4,5,0,19,100,800,constant,pam,0.9197121028032135,mixture/1/4/5/0
1,4,5,0,19,150,800,constant,single,9.276943620074584e-05,mixture/1/4/5/0
1,4,5,0,19,150,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,19,150,800,constant,pam,0.9760542502013532,mixture/1/4/5/0
1,4,5,0,19,200,800,constant,single,0.302096485807518,mixture/1/4/5/0
1,4,5,0,19,200,800,constant,average,0.6951367387432873,mixture/1/4/5/0
1,4,5,0,19,200,800,constant,pam,0.9864617840234883,mixture/1/4/5/0
1,4,5,0,19,250,800,constant,single,0.30468604587597414,mixture/1/4/5/0
1,4,5,0,19,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,19,250,800,constant,pam,0.9828135219895383,mixture/1/4/5/0
1,4,5,0,19,300,800,constant,single,0.6976261697182911,mixture/1/4/5/0
1,4,5,0,19,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,19,300,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,19,350,800,constant,single,0.6976261697182911,mixture/1/4/5/0
1,4,5,0,19,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,19,350,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,19,400,800,constant,single,0.6976261697182911,mixture/1/4/5/0
1,4,5,0,19,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,19,400,800,constant,pam,0.9965690954142815,mixture/1/4/5/0
1,4,5,0,19,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,19,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,19,450,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,19,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,19,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,19,500,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,20,50,800,constant,single,-0.00022778798001988365,mixture/1/4/5/0
1,4,5,0,20,50,800,constant,average,0.2842702491203864,mixture/1/4/5/0
1,4,5,0,20,50,800,constant,pam,0.6571764999878225,mixture/1/4/5/0
1,4,5,0,20,100,800,constant,single,0.0001410430305239417,mixture/1/4/5/0
1,4,5,0,20,100,800,constant,average,0.7102562464322206,mixture/1/4/5/0
1,4,5,0,20,100,800,constant,pam,0.8482752746528391,mixture/1/4/5/0
1,4,5,0,20,150,800,constant,single,-0.0002445530259536939,mixture/1/4/5/0
1,4,5,0,20,150,800,constant,average,0.9899530158563714,mixture/1/4/5/0
1,4,5,0,20,150,800,constant,pam,0.9144823671977326,mixture/1/4/5/0
1,4,5,0,20,200,800,constant,single,0.3123857858322583,mixture/1/4/5/0
1,4,5,0,20,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,20,200,800,constant,pam,0.9733789744708423,mixture/1/4/5/0
1,4,5,0,20,250,800,constant,single,0.31366587532874385,mixture/1/4/5/0
1,4,5,0,20,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,20,250,800,constant,pam,0.9703055654274518,mixture/1/4/5/0
1,4,5,0,20,300,800,constant,single,0.3123857858322583,mixture/1/4/5/0
1,4,5,0,20,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,20,300,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,20,350,800,constant,single,0.7102562464322206,mixture/1/4/5/0
1,4,5,0,20,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,20,350,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,20,400,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,20,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,20,400,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,20,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,20,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,20,450,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,20,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,20,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,20,500,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,21,50,800,constant,single,0.00028079095180447313,mixture/1/4/5/0
1,4,5,0,21,50,800,constant,average,0.6329743352113599,mixture/1/4/5/0
1,4,5,0,21,50,800,constant,pam,0.616757876560067,mixture/1/4/5/0
1,4,5,0,21,100,800,constant,single,-0.00039005460740887074,mixture/1/4/5/0
1,4,5,0,21,100,800,constant,average,0.6724180940221255,mixture/1/4/5/0
1,4,5,0,21,100,800,constant,pam,0.9308920961128365,mixture/1/4/5/0
1,4,5,0,21,150,800,constant,single,0.3387129482972609,mixture/1/4/5/0
1,4,5,0,21,150,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,21,150,800,constant,pam,0.9472857909981404,mixture/1/4/5/0
1,4,5,0,21,200,800,constant,single,0.3383208122348853,mixture/1/4/5/0
1,4,5,0,21,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,21,200,800,constant,pam,0.9747238684079553,mixture/1/4/5/0
1,4,5,0,21,250,800,constant,single,0.3387129482972609,mixture/1/4/5/0
1,4,5,0,21,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,21,250,800,constant,pam,0.9843613815214303,mixture/1/4/5/0
1,4,5,0,21,300,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,21,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,21,300,800,constant,pam,0.9905650540426878,mixture/1/4/5/0
1,4,5,0,21,350,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,21,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,21,350,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,21,400,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,21,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,21,400,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,21,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,21,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,21,450,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,21,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,21,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,21,500,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,22,50,800,constant,single,-0.00010183805664482598,mixture/1/4/5/0
1,4,5,0,22,50,800,constant,average,0.6801823833864558,mixture/1/4/5/0
1,4,5,0,22,50,800,constant,pam,0.5843453211425882,mixture/1/4/5/0
1,4,5,0,22,100,800,constant,single,-0.00010183805664482598,mixture/1/4/5/0
1,4,5,0,22,100,800,constant,average,0.7144056737503689,mixture/1/4/5/0
1,4,5,0,22,100,800,constant,pam,0.8715584864381098,mixture/1/4/5/0
1,4,5,0,22,150,800,constant,single,-0.00015210600804351385,mixture/1/4/5/0
1,4,5,0,22,150,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,22,150,800,constant,pam,0.9602215520507565,mixture/1/4/5/0
1,4,5,0,22,200,800,constant,single,0.7035523007211513,mixture/1/4/5/0
1,4,5,0,22,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,22,200,800,constant,pam,0.9765942442577021,mixture/1/4/5/0
1,4,5,0,22,250,800,constant,single,0.3357044814739851,mixture/1/4/5/0
1,4,5,0,22,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,22,250,800,constant,pam,0.9765942442577021,mixture/1/4/5/0
1,4,5,0,22,300,800,constant,single,0.3357044814739851,mixture/1/4/5/0
1,4,5,0,22,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,22,300,800,constant,pam,0.9966060800706015,mixture/1/4/5/0
1,4,5,0,22,350,800,constant,single,0.33713875457918685,mixture/1/4/5/0
1,4,5,0,22,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,22,350,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,22,400,800,constant,single,0.7034458583011597,mixture/1/4/5/0
1,4,5,0,22,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,22,400,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,22,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,22,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,22,450,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,22,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,22,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,22,500,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,23,50,800,constant,single,0.0002170450945581242,mixture/1/4/5/0
1,4,5,0,23,50,800,constant,average,0.5944768229984752,mixture/1/4/5/0
1,4,5,0,23,50,800,constant,pam,0.7195079436936972,mixture/1/4/5/0
1,4,5,0,23,100,800,constant,single,-2.4315865987798696e-06,mixture/1/4/5/0
1,4,5,0,23,100,800,constant,average,0.9967395572775262,mixture/1/4/5/0
1,4,5,0,23,100,800,constant,pam,0.9183629250609269,mixture/1/4/5/0
1,4,5,0,23,150,800,constant,single,0.33887569893817376,mixture/1/4/5/0
1,4,5,0,23,150,800,constant,average,0.9967395572775262,mixture/1/4/5/0
1,4,5,0,23,150,800,constant,pam,0.9417751997348387,mixture/1/4/5/0
1,4,5,0,23,200,800,constant,single,0.33887569893817376,mixture/1/4/5/0
1,4,5,0,23,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,23,200,800,constant,pam,0.9554854455283163,mixture/1/4/5/0
1,4,5,0,23,250,800,constant,single,0.3372552042057162,mixture/1/4/5/0
1,4,5,0,23,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,23,250,800,constant,pam,0.9933536293159902,mixture/1/4/5/0
1,4,5,0,23,300,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,23,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,23,300,800,constant,pam,0.9967395572775262,mixture/1/4/5/0
1,4,5,0,23,350,800,constant,single,0.723053900273213,mixture/1/4/5/0
1,4,5,0,23,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,23,350,800,constant,pam,0.9934961619867837,mixture/1/4/5/0
1,4,5,0,23,400,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,23,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,23,400,800,constant,pam,0.990269893134899,mixture/1/4/5/0
1,4,5,0,23,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,23,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,23,450,800,constant,pam,0.9967395572775262,mixture/1/4/5/0
1,4,5,0,23,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,23,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,23,500,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,24,50,800,constant,single,4.9414307012564775e-06,mixture/1/4/5/0
1,4,5,0,24,50,800,constant,average,0.6704186607941929,mixture/1/4/5/0
1,4,5,0,24,50,800,constant,pam,0.6487274866738151,mixture/1/4/5/0
1,4,5,0,24,100,800,constant,single,-5.3696286185945705e-05,mixture/1/4/5/0
1,4,5,0,24,100,800,constant,average,0.9933275135135041,mixture/1/4/5/0
1,4,5,0,24,100,800,constant,pam,0.9276893034137308,mixture/1/4/5/0
1,4,5,0,24,150,800,constant,single,0.3222974463678551,mixture/1/4/5/0
