alpha,K,d,mixture_id,dataset_id,n,N,cost_scheme,algorithm,exact_recovery,ari,k_hat,k_correct,exact_recovery_at_k_hat,pam_one_swap_certified,pam_hit_cap,mixture_key
3.0,4,3125,1,14,400,200,constant-mc,pam,0,0.49384874775113113,6,0,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,500,200,constant-mc,single,0,0.2519295365007874,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,500,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,500,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,500,200,constant-mc,pam,0,0.9927974980920492,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,600,200,constant-mc,single,0,0.8362110056914646,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,600,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,600,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,600,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,700,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,700,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,700,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,700,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,800,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,800,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,800,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,800,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,900,200,constant-mc,single,0,0.8397251155004596,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,900,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,900,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,900,200,constant-mc,pam,0,0.9911763923759597,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,1000,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,1000,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,1000,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,14,1000,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,100,200,constant-mc,single,0,0.016037820834179994,21,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,100,200,constant-mc,complete,0,0.3684512818627349,21,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,100,200,constant-mc,average,0,0.7336704918718411,21,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,100,200,constant-mc,pam,0,0.36580653141139924,21,0,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,200,200,constant-mc,single,0,0.012927676632899301,23,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,200,200,constant-mc,complete,0,0.9305011219201954,23,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,200,200,constant-mc,average,0,0.9659466893777737,23,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,200,200,constant-mc,pam,0,0.7574293440888532,23,0,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,300,200,constant-mc,single,0,0.26866798838310263,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,300,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,300,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,300,200,constant-mc,pam,0,0.9361767281732251,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,400,200,constant-mc,single,0,0.26866798838310263,5,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,400,200,constant-mc,complete,1,1.0,5,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,400,200,constant-mc,average,1,1.0,5,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,400,200,constant-mc,pam,0,0.9144785679087516,5,0,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,500,200,constant-mc,single,0,0.6493430620576884,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,500,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,500,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,500,200,constant-mc,pam,0,0.9718234231545676,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,600,200,constant-mc,single,0,0.817069997676006,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,600,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,600,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,600,200,constant-mc,pam,0,0.9844185877125897,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,700,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,700,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,700,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,700,200,constant-mc,pam,0,0.9903603596675753,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,800,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,800,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,800,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,800,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,900,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,900,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,900,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,900,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,1000,200,constant-mc,single,0,0.817069997676006,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,1000,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,1000,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,15,1000,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,100,200,constant-mc,single,0,0.013650333859193634,14,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,100,200,constant-mc,complete,0,0.6143642789205941,14,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,100,200,constant-mc,average,0,0.8564122578279686,14,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,100,200,constant-mc,pam,0,0.2803131760054799,14,0,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,200,200,constant-mc,single,0,0.010047504243885915,37,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,200,200,constant-mc,complete,0,0.8617756606511549,37,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,200,200,constant-mc,average,0,0.9669323885581579,37,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,200,200,constant-mc,pam,0,0.44827655521000337,37,0,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,300,200,constant-mc,single,0,0.011698801150901952,3,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,300,200,constant-mc,complete,0,0.9454268790190579,3,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,300,200,constant-mc,average,0,0.9683488647728206,3,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,300,200,constant-mc,pam,0,0.8921758290800165,3,0,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,400,200,constant-mc,single,0,0.2859948826914578,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,400,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,400,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,400,200,constant-mc,pam,0,0.8725620846646631,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,500,200,constant-mc,single,0,0.2899256878925345,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,500,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,500,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,500,200,constant-mc,pam,0,0.9446424108752589,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,600,200,constant-mc,single,0,0.2859948826914578,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,600,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,600,200,constant-mc,average,0,0.9840946843406451,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,600,200,constant-mc,pam,0,0.937330664200483,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,700,200,constant-mc,single,0,0.2859948826914578,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,700,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,700,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,700,200,constant-mc,pam,0,0.975786197933503,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,800,200,constant-mc,single,0,0.8524877974653752,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,800,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,800,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,800,200,constant-mc,pam,0,0.9915635337168396,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,900,200,constant-mc,single,0,0.8524877974653752,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,900,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,900,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,900,200,constant-mc,pam,0,0.9840946843406451,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,1000,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,1000,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,1000,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,16,1000,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,100,200,constant-mc,single,0,0.02015740704080126,82,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,100,200,constant-mc,complete,0,0.7134894014600227,82,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,100,200,constant-mc,average,0,0.8897666471920435,82,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,100,200,constant-mc,pam,0,0.3089794005653735,82,0,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,200,200,constant-mc,single,0,0.02262203233357711,21,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,200,200,constant-mc,complete,0,0.9704250274900669,21,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,200,200,constant-mc,average,0,0.9705811871606501,21,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,200,200,constant-mc,pam,0,0.44728775221142225,21,0,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,300,200,constant-mc,single,0,0.015426804113547424,9,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,300,200,constant-mc,complete,0,0.9632505303725453,9,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,300,200,constant-mc,average,0,0.9922132089291713,9,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,300,200,constant-mc,pam,0,0.48519313906884637,9,0,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,400,200,constant-mc,single,0,0.3792850961105122,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,400,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,400,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,400,200,constant-mc,pam,0,0.9784950872343909,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,500,200,constant-mc,single,0,0.3792850961105122,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,500,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,500,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,500,200,constant-mc,pam,0,0.9850616598925301,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,600,200,constant-mc,single,0,0.3792850961105122,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,600,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,600,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,600,200,constant-mc,pam,0,0.9850616598925301,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,700,200,constant-mc,single,0,0.6801351362685889,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,700,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,700,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,700,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,800,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,800,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,800,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,800,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,900,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,900,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,900,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,900,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,1000,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,1000,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,1000,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,17,1000,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,100,200,constant-mc,single,0,0.013003878016051759,10,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,100,200,constant-mc,complete,0,0.5710677983063089,10,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,100,200,constant-mc,average,0,0.8640575384150871,10,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,100,200,constant-mc,pam,0,0.3136955136679661,10,0,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,200,200,constant-mc,single,0,0.011102010442377805,30,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,200,200,constant-mc,complete,0,0.9405807274271129,30,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,200,200,constant-mc,average,0,0.9411863645839706,30,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,200,200,constant-mc,pam,0,0.3907447596481355,30,0,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,300,200,constant-mc,single,0,0.006420490261026535,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,300,200,constant-mc,complete,0,0.9909345795165589,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,300,200,constant-mc,average,0,0.9909199346566702,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,300,200,constant-mc,pam,0,0.871464480875237,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,400,200,constant-mc,single,0,0.26333154946762527,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,400,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,400,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,400,200,constant-mc,pam,0,0.9308997527357691,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,500,200,constant-mc,single,0,0.26333154946762527,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,500,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,500,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,500,200,constant-mc,pam,0,0.9588456148954894,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,600,200,constant-mc,single,0,0.5854274607403288,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,600,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,600,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,600,200,constant-mc,pam,0,0.9839160248503014,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,700,200,constant-mc,single,0,0.5854274607403288,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,700,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,700,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,700,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,800,200,constant-mc,single,0,0.5854274607403288,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,800,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,800,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,800,200,constant-mc,pam,0,0.9681382643995217,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,900,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,900,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,900,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,900,200,constant-mc,pam,0,0.9839160248503014,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,1000,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,1000,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,1000,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,18,1000,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,100,200,constant-mc,single,0,0.009031947037477698,15,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,100,200,constant-mc,complete,0,0.8067571898606728,15,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,100,200,constant-mc,average,0,0.8703049189785713,15,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,100,200,constant-mc,pam,0,0.5015282426900771,15,0,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,200,200,constant-mc,single,0,0.008462997387434626,7,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,200,200,constant-mc,complete,0,0.9644838905357487,7,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,200,200,constant-mc,average,0,0.9844014735995301,7,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,200,200,constant-mc,pam,0,0.8177555838340874,7,0,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,300,200,constant-mc,single,0,0.26622519871821115,5,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,300,200,constant-mc,complete,1,1.0,5,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,300,200,constant-mc,average,1,1.0,5,0,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,300,200,constant-mc,pam,0,0.9595502915556194,5,0,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,400,200,constant-mc,single,0,0.2638053185445244,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,400,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,400,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,400,200,constant-mc,pam,0,0.9736783469803812,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,500,200,constant-mc,single,0,0.6157454925308946,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,500,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,500,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,500,200,constant-mc,pam,0,0.9442026119804513,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,600,200,constant-mc,single,0,0.2638053185445244,4,1,0,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,600,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,600,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,600,200,constant-mc,pam,0,0.9689821596244131,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,700,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,700,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,700,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,700,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,800,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,800,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,800,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,800,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,900,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,900,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,900,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,900,200,constant-mc,pam,0,0.9894115805946792,4,1,0,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,1000,200,constant-mc,single,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,1000,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,1000,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/1
3.0,4,3125,1,19,1000,200,constant-mc,pam,1,1.0,4,1,1,1,0,hmm-mixture/4/4/5/1
3.0,4,3125,2,0,100,200,constant-mc,single,0,0.005709127048015531,23,0,0,,,hmm-mixture/4/4/5/2
3.0,4,3125,2,0,100,200,constant-mc,complete,0,0.9108909231727019,23,0,0,,,hmm-mixture/4/4/5/2
3.0,4,3125,2,0,100,200,constant-mc,average,0,0.9205921695321008,23,0,0,,,hmm-mixture/4/4/5/2
3.0,4,3125,2,0,100,200,constant-mc,pam,0,0.6921977055441115,23,0,0,1,0,hmm-mixture/4/4/5/2
3.0,4,3125,2,0,200,200,constant-mc,single,0,0.005709127048015531,5,0,0,,,hmm-mixture/4/4/5/2
3.0,4,3125,2,0,200,200,constant-mc,complete,1,1.0,5,0,0,,,hmm-mixture/4/4/5/2
3.0,4,3125,2,0,200,200,constant-mc,average,0,0.9853482688591502,5,0,0,,,hmm-mixture/4/4/5/2
3.0,4,3125,2,0,200,200,constant-mc,pam,0,0.8900229474379493,5,0,0,1,0,hmm-mixture/4/4/5/2
3.0,4,3125,2,0,300,200,constant-mc,single,0,0.4993669323072305,4,1,0,,,hmm-mixture/4/4/5/2
3.0,4,3125,2,0,300,200,constant-mc,complete,1,1.0,4,1,1,,,hmm-mixture/4/4/5/2
3.0,4,3125,2,0,300,200,constant-mc,average,1,1.0,4,1,1,,,hmm-mixture/4/4/5/2
3.0,4,3125,2,0,300,200,constant-mc,pam,0,0.9563534031481636,4,1,0,1,0,hmm-mixture/4/4/5/2
