alpha,K,d,mixture_id,n,N,cost_scheme,algorithm,dataset_id,exact_recovery,ari,k_hat,k_correct,exact_recovery_at_k_hat,pam_one_swap_certified,pam_hit_cap,mixture_key
0.2,2,5,11,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/11
0.2,2,5,11,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/11
0.2,2,5,11,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/11
0.2,2,5,12,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/12
0.2,2,5,12,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/12
0.2,2,5,12,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/12
0.2,2,5,12,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/12
0.2,2,5,13,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/13
0.2,2,5,13,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/13
0.2,2,5,13,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/13
0.2,2,5,13,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/13
0.2,2,5,14,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/14
0.2,2,5,14,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/14
0.2,2,5,14,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/14
0.2,2,5,14,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/14
0.2,2,5,15,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/15
0.2,2,5,15,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/15
0.2,2,5,15,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/15
0.2,2,5,15,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/15
0.2,2,5,16,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/16
0.2,2,5,16,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/16
0.2,2,5,16,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/16
0.2,2,5,16,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/16
0.2,2,5,17,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/17
0.2,2,5,17,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/17
0.2,2,5,17,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/17
0.2,2,5,17,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/17
0.2,2,5,18,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/18
0.2,2,5,18,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/18
0.2,2,5,18,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/18
0.2,2,5,18,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/18
0.2,2,5,19,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/19
0.2,2,5,19,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/19
0.2,2,5,19,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/19
0.2,2,5,19,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/19
0.2,2,5,20,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/20
0.2,2,5,20,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/20
0.2,2,5,20,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/20
0.2,2,5,20,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/20
0.2,2,5,21,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/21
0.2,2,5,21,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/21
0.2,2,5,21,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/21
0.2,2,5,21,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/21
0.2,2,5,22,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/22
0.2,2,5,22,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/22
0.2,2,5,22,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/22
0.2,2,5,22,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/22
0.2,2,5,23,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/23
0.2,2,5,23,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/23
0.2,2,5,23,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/23
0.2,2,5,23,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/23
0.2,2,5,24,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/24
0.2,2,5,24,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/24
0.2,2,5,24,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/24
0.2,2,5,24,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/24
0.2,2,5,25,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/25
0.2,2,5,25,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/25
0.2,2,5,25,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/25
0.2,2,5,25,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/25
0.2,2,5,26,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/26
0.2,2,5,26,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/26
0.2,2,5,26,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/26
0.2,2,5,26,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/26
0.2,2,5,27,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/27
0.2,2,5,27,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/27
0.2,2,5,27,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/27
0.2,2,5,27,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/27
0.2,2,5,28,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/28
0.2,2,5,28,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/28
0.2,2,5,28,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/28
0.2,2,5,28,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/28
0.2,2,5,29,1000,800,constant,single,0,1,1.0,2,1,1,,,mixture/0.2/2/5/29
0.2,2,5,29,1000,800,constant,complete,0,1,1.0,2,1,1,,,mixture/0.2/2/5/29
0.2,2,5,29,1000,800,constant,average,0,1,1.0,2,1,1,,,mixture/0.2/2/5/29
0.2,2,5,29,1000,800,constant,pam,0,1,1.0,2,1,1,1,0,mixture/0.2/2/5/29
0.2,3,5,0,1000,800,constant,single,0,1,1.0,2,0,0,,,mixture/0.2/3/5/0
0.2,3,5,0,1000,800,constant,complete,0,1,1.0,2,0,0,,,mixture/0.2/3/5/0
0.2,3,5,0,1000,800,constant,average,0,1,1.0,2,0,0,,,mixture/0.2/3/5/0
0.2,3,5,0,1000,800,constant,pam,0,1,1.0,2,0,0,1,0,mixture/0.2/3/5/0
0.2,3,5,1,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/1
0.2,3,5,1,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/1
0.2,3,5,1,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/1
0.2,3,5,1,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/1
0.2,3,5,2,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/2
0.2,3,5,2,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/2
0.2,3,5,2,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/2
0.2,3,5,2,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/2
0.2,3,5,3,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/3
0.2,3,5,3,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/3
0.2,3,5,3,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/3
0.2,3,5,3,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/3
0.2,3,5,4,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/4
0.2,3,5,4,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/4
0.2,3,5,4,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/4
0.2,3,5,4,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/4
0.2,3,5,5,1000,800,constant,single,0,0,0.5843759612182353,2,0,0,,,mixture/0.2/3/5/5
0.2,3,5,5,1000,800,constant,complete,0,1,1.0,2,0,0,,,mixture/0.2/3/5/5
0.2,3,5,5,1000,800,constant,average,0,1,1.0,2,0,0,,,mixture/0.2/3/5/5
0.2,3,5,5,1000,800,constant,pam,0,0,0.996317728306896,2,0,0,1,0,mixture/0.2/3/5/5
0.2,3,5,6,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/6
0.2,3,5,6,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/6
0.2,3,5,6,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/6
0.2,3,5,6,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/6
0.2,3,5,7,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/7
0.2,3,5,7,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/7
0.2,3,5,7,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/7
0.2,3,5,7,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/7
0.2,3,5,8,1000,800,constant,single,0,0,0.5734832281897466,3,1,0,,,mixture/0.2/3/5/8
0.2,3,5,8,1000,800,constant,complete,0,0,0.5716414667550802,3,1,0,,,mixture/0.2/3/5/8
0.2,3,5,8,1000,800,constant,average,0,0,0.5716414667550802,3,1,0,,,mixture/0.2/3/5/8
0.2,3,5,8,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/8
0.2,3,5,9,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/9
0.2,3,5,9,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/9
0.2,3,5,9,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/9
0.2,3,5,9,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/9
0.2,3,5,10,1000,800,constant,single,0,0,0.565801847008368,2,0,0,,,mixture/0.2/3/5/10
0.2,3,5,10,1000,800,constant,complete,0,0,0.5132309532081788,2,0,0,,,mixture/0.2/3/5/10
0.2,3,5,10,1000,800,constant,average,0,0,0.5522631887315859,2,0,0,,,mixture/0.2/3/5/10
0.2,3,5,10,1000,800,constant,pam,0,0,0.9962237583766552,2,0,0,1,0,mixture/0.2/3/5/10
0.2,3,5,11,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/11
0.2,3,5,11,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/11
0.2,3,5,11,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/11
0.2,3,5,11,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/11
0.2,3,5,12,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/12
0.2,3,5,12,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/12
0.2,3,5,12,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/12
0.2,3,5,12,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/12
0.2,3,5,13,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/13
0.2,3,5,13,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/13
0.2,3,5,13,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/13
0.2,3,5,13,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/13
0.2,3,5,14,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/14
0.2,3,5,14,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/14
0.2,3,5,14,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/14
0.2,3,5,14,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/14
0.2,3,5,15,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/15
0.2,3,5,15,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/15
0.2,3,5,15,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/15
0.2,3,5,15,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/15
0.2,3,5,16,1000,800,constant,single,0,1,1.0,4,0,0,,,mixture/0.2/3/5/16
0.2,3,5,16,1000,800,constant,complete,0,1,1.0,4,0,0,,,mixture/0.2/3/5/16
0.2,3,5,16,1000,800,constant,average,0,1,1.0,4,0,0,,,mixture/0.2/3/5/16
0.2,3,5,16,1000,800,constant,pam,0,1,1.0,4,0,0,1,0,mixture/0.2/3/5/16
0.2,3,5,17,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/17
0.2,3,5,17,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/17
0.2,3,5,17,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/17
0.2,3,5,17,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/17
0.2,3,5,18,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/18
0.2,3,5,18,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/18
0.2,3,5,18,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/18
0.2,3,5,18,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/18
0.2,3,5,19,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/19
0.2,3,5,19,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/19
0.2,3,5,19,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/19
0.2,3,5,19,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/19
0.2,3,5,20,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/20
0.2,3,5,20,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/20
0.2,3,5,20,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/20
0.2,3,5,20,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/20
0.2,3,5,21,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/21
0.2,3,5,21,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/21
0.2,3,5,21,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/21
0.2,3,5,21,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/21
0.2,3,5,22,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/22
0.2,3,5,22,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/22
0.2,3,5,22,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/22
0.2,3,5,22,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/22
0.2,3,5,23,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/23
0.2,3,5,23,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/23
0.2,3,5,23,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/23
0.2,3,5,23,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/23
0.2,3,5,24,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/24
0.2,3,5,24,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/24
0.2,3,5,24,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/24
0.2,3,5,24,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/24
0.2,3,5,25,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/25
0.2,3,5,25,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/25
0.2,3,5,25,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/25
0.2,3,5,25,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/25
0.2,3,5,26,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/26
0.2,3,5,26,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/26
0.2,3,5,26,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/26
0.2,3,5,26,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/26
0.2,3,5,27,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/27
0.2,3,5,27,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/27
0.2,3,5,27,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/27
0.2,3,5,27,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/27
0.2,3,5,28,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/28
0.2,3,5,28,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/28
0.2,3,5,28,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/28
0.2,3,5,28,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/28
0.2,3,5,29,1000,800,constant,single,0,1,1.0,3,1,1,,,mixture/0.2/3/5/29
0.2,3,5,29,1000,800,constant,complete,0,1,1.0,3,1,1,,,mixture/0.2/3/5/29
0.2,3,5,29,1000,800,constant,average,0,1,1.0,3,1,1,,,mixture/0.2/3/5/29
0.2,3,5,29,1000,800,constant,pam,0,1,1.0,3,1,1,1,0,mixture/0.2/3/5/29
0.2,4,5,0,1000,800,constant,single,0,1,1.0,4,1,1,,,mixture/0.2/4/5/0
0.2,4,5,0,1000,800,constant,complete,0,1,1.0,4,1,1,,,mixture/0.2/4/5/0
0.2,4,5,0,1000,800,constant,average,0,1,1.0,4,1,1,,,mixture/0.2/4/5/0
0.2,4,5,0,1000,800,constant,pam,0,1,1.0,4,1,1,1,0,mixture/0.2/4/5/0
0.2,4,5,1,1000,800,constant,single,0,1,1.0,4,1,1,,,mixture/0.2/4/5/1
0.2,4,5,1,1000,800,constant,complete,0,1,1.0,4,1,1,,,mixture/0.2/4/5/1
0.2,4,5,1,1000,800,constant,average,0,1,1.0,4,1,1,,,mixture/0.2/4/5/1
0.2,4,5,1,1000,800,constant,pam,0,1,1.0,4,1,1,1,0,mixture/0.2/4/5/1
0.2,4,5,2,1000,800,constant,single,0,1,1.0,4,1,1,,,mixture/0.2/4/5/2
0.2,4,5,2,1000,800,constant,complete,0,1,1.0,4,1,1,,,mixture/0.2/4/5/2
0.2,4,5,2,1000,800,constant,average,0,1,1.0,4,1,1,,,mixture/0.2/4/5/2
0.2,4,5,2,1000,800,constant,pam,0,1,1.0,4,1,1,1,0,mixture/0.2/4/5/2
0.2,4,5,3,1000,800,constant,single,0,1,1.0,4,1,1,,,mixture/0.2/4/5/3
0.2,4,5,3,1000,800,constant,complete,0,1,1.0,4,1,1,,,mixture/0.2/4/5/3
0.2,4,5,3,1000,800,constant,average,0,1,1.0,4,1,1,,,mixture/0.2/4/5/3
0.2,4,5,3,1000,800,constant,pam,0,1,1.0,4,1,1,1,0,mixture/0.2/4/5/3
0.2,4,5,4,1000,800,constant,single,0,1,1.0,4,1,1,,,mixture/0.2/4/5/4
0.2,4,5,4,1000,800,constant,complete,0,1,1.0,4,1,1,,,mixture/0.2/4/5/4
0.2,4,5,4,1000,800,constant,average,0,1,1.0,4,1,1,,,mixture/0.2/4/5/4
0.2,4,5,4,1000,800,constant,pam,0,1,1.0,4,1,1,1,0,mixture/0.2/4/5/4
0.2,4,5,5,1000,800,constant,single,0,0,0.7217762948456681,3,0,0,,,mixture/0.2/4/5/5
0.2,4,5,5,1000,800,constant,complete,0,1,1.0,3,0,0,,,mixture/0.2/4/5/5
0.2,4,5,5,1000,800,constant,average,0,1,1.0,3,0,0,,,mixture/0.2/4/5/5
0.2,4,5,5,1000,800,constant,pam,0,1,1.0,3,0,0,1,0,mixture/0.2/4/5/5
0.2,4,5,6,1000,800,constant,single,0,1,1.0,4,1,1,,,mixture/0.2/4/5/6
0.2,4,5,6,1000,800,constant,complete,0,1,1.0,4,1,1,,,mixture/0.2/4/5/6
0.2,4,5,6,1000,800,constant,average,0,1,1.0,4,1,1,,,mixture/0.2/4/5/6
0.2,4,5,6,1000,800,constant,pam,0,1,1.0,4,1,1,1,0,mixture/0.2/4/5/6
0.2,4,5,7,1000,800,constant,single,0,1,1.0,4,1,1,,,mixture/0.2/4/5/7
